name,ra,dec,redshift,note
SDSS J000003.27+001132.8 ,0.0136303,0.1924487,1.485,
SDSS J000003.28+105744.5 ,0.0137005,10.9623942,1.819,
WISEA J000003.29-025440.1,0.0137499,-2.911118,1.4,
WISEA J000003.55-134829.6,0.0148807,-13.8083083,0.6,
WISEA J000003.60+442911.7,0.0150176,44.4865477,0.4,
SDSS J000003.61+344738.9 ,0.0150765,34.7941558,1.955,
WISEA J000003.80-220045.1,0.0158425,-22.0125529,1.3,
SDSS J000003.82+250543.0 ,0.0159365,25.0952792,1.448,
SDSS J000003.87+034456.0 ,0.0161605,3.748925,0.99,
SDSS J000003.87-024228.0 ,0.0161646,-2.7077904,1.781,
SDSS J000003.91+213342.2 ,0.0162962,21.5617358,0.798,
WISEA J000003.93+440820.5,0.0165129,44.1390719,0.7,
SDSS J000003.99+355429.1 ,0.016627,35.9081005,1.63,
SDSS J000004.14+110846.4 ,0.0172545,11.1462389,1.21,
SDSS J000004.16+255546.2 ,0.0173674,25.9295202,1.227,
SDSS J000004.20+314257.0 ,0.0174841,31.7158664,1.4,
SDSS J000004.34-041255.5 ,0.0181173,-4.2154374,1.851,
WISEA J000004.55+165221.2,0.018999,16.8725489,0.7,
PGC 2012302              ,0.0193503,32.7867745,0.108,
SDSS J000004.78-005434.6 ,0.0199431,-0.9096349,0.858,
SDSS J000004.81-040548.3 ,0.0200811,-4.0967643,1.167,
SDSS J000004.83+310357.9 ,0.0201298,31.0661067,1.642,
SDSS J000004.84+090343.2 ,0.0201816,9.0620243,1.596,
WISEA J000004.89+243658.5,0.0203691,24.6162191,0.5,
SDSS J000005.06+085707.6 ,0.021071,8.9521526,1.564,
WISEA J000005.06+441701.8,0.0210917,44.2838539,0.4,
WISEA J000005.07-071951.1,0.021157,-7.330887,0.8,
J000005.07+443536.6      ,0.0211617,44.593505,,
SDSS J000005.16+093043.7 ,0.0215791,9.5121785,1.205,
SDSS J000005.19+263257.5 ,0.0216462,26.5493235,1.422,
WISEA J000005.36-075400.1,0.0223759,-7.9000425,0.7,
SDSS J000005.39+212944.8 ,0.02247,21.4957843,1.205,
J000005.41+393135.7      ,0.0225435,39.5266072,1.5,
SDSS J000005.41+002638.0 ,0.022568,0.4438956,0.927,
2QZ J000005.5-272510     ,0.0227706,-27.4195301,1.93,
SDSS J000005.48+010804.2 ,0.0228553,1.1345059,0.509,
SDSS J000005.48+234403.8 ,0.0228628,23.7344099,1.744,
SDSS J000005.49+310527.6 ,0.0228965,31.0910126,0.286,
SDSS J000005.56+334037.5 ,0.0231832,33.6771016,1.698,
WISEA J000005.56+205913.2,0.0231863,20.9870094,0.2,
SDSS J000005.60-040216.1 ,0.0233137,-4.0378275,1.345,
SDSS J000005.77-042007.1 ,0.0240773,-4.3353234,1.638,
SDSS J000005.77+095556.8 ,0.0240779,9.9324875,1.8,
SDSS J000005.79+325003.3 ,0.0241046,32.8342627,0.944,
SDSS J000005.82+221718.4 ,0.0242579,22.2884489,1.145,
SDSS J000005.98+090535.5 ,0.0249297,9.0931948,1.281,
SDSS J000006.01-035334.1 ,0.0250633,-3.8928222,0.675,
SDSS J000006.01+295101.9 ,0.025068,29.8505189,1.474,
SDSS J000006.04+162304.2 ,0.0251672,16.384507,0.532,
SDSS J000006.11+193238.9 ,0.0254958,19.5441458,1.02,
SDSS J000006.11-041706.2 ,0.0255208,-4.2850727,1.668,
SDSS J000006.15-055541.5 ,0.0256643,-5.9282183,0.574,
SDSS J000006.17+250138.6 ,0.025716,25.0274052,1.446,
SDSS J000006.23+275800.3 ,0.0259521,27.9667662,1.361,
SDSS J000006.23+073117.1 ,0.0259706,7.5214189,1.318,
SDSS J000006.27+082207.7 ,0.0261575,8.3688318,1.735,
SDSS J000006.30+031132.8 ,0.0262669,3.1924704,1.982,
SDSS J000006.41+223328.8 ,0.0267247,22.5580129,1.544,
SDSS J000006.42+005206.3 ,0.026771,0.8684161,1.449,
SDSS J000006.52+282532.6 ,0.0271835,28.4257477,1.656,
SDSS J000006.53+003055.2 ,0.0272231,0.5153353,1.823,
WISEA J000006.56+480800.6,0.0274419,48.1335078,0.8,
WISEA J000006.68+103439.3,0.0278633,10.5776081,0.8,
SDSS J000006.68+225817.1 ,0.0278689,22.971435,0.67,
WISEA J000006.72+131253.4,0.0281313,13.2148604,1.2,
SDSS J000006.78+310210.2 ,0.0282507,31.036168,1.388,
SDSS J000006.78+062501.9 ,0.0282703,6.4171982,1.783,
SDSS J000006.94+180232.2 ,0.0289459,18.0423243,1.208,
WISEA J000007.04+360251.2,0.0293393,36.0475579,0.7,
WISEA J000007.03-162137.1,0.0293516,-16.3603252,1.7,
SDSS J000007.05+060333.8 ,0.0294829,6.0593935,1.546,
SDSS J000007.17+001853.0 ,0.0299146,0.3147414,1.095,
SDSS J000007.30+312138.0 ,0.0304253,31.3605607,1.919,
SDSS J000007.42+064350.6 ,0.030928,6.7307315,1.024,
SDSS J000007.60+025738.8 ,0.031696,2.960799,1.142,
WISEA J000007.65-185557.1,0.0318766,-18.9325292,0.4,
SDSS J000007.68+232139.1 ,0.0320394,23.3608962,1.392,
SDSS J000007.73-020206.4 ,0.0322085,-2.0351143,0.365,
SDSS J000007.76-011218.8 ,0.032359,-1.2052336,0.964,
SDSS J000007.89+015813.0 ,0.0328913,1.9702901,1.121,
SDSS J000007.89+354739.2 ,0.0329073,35.7942357,1.574,
J000007.99+652431.0      ,0.033323,65.4086129,,
SDSS J000008.13+001634.6 ,0.0339233,0.2763063,1.836,
J000008.26-092916.2      ,0.0344325,-9.4878402,0.5,
SDSS J000008.35-035016.8 ,0.0347928,-3.8380003,1.76,
SDSS J000008.45+022658.0 ,0.0352431,2.4494464,0.428,
SDSS J000008.47+292344.2 ,0.0353302,29.3956378,1.513,
WISEA J000008.47+125033.5,0.0353431,12.8426111,1.5,
SDSS J000008.49-021344.7 ,0.0354139,-2.229104,0.54,
SDSS J000008.53+335809.5 ,0.0355306,33.9693307,0.249,
WISEA J000008.57+231815.7,0.0357435,23.304377,0.8,
SDSS J000008.60-101512.0 ,0.0358639,-10.2533366,1.615,
WISEA J000008.68+143812.1,0.0362215,14.6367084,0.5,
WISEA J000008.75+475858.8,0.0364684,47.9830104,1.0,
WISEA J000008.74+500315.5,0.0365035,50.0542953,0.3,
J000008.91+243702.3      ,0.0371389,24.6173056,,
WISEA J000009.01-141119.1,0.0375457,-14.1887382,1.2,
WISEA J000009.05+300936.1,0.0377327,30.1600299,1.6,
SDSS J000009.23-024215.3 ,0.0384749,-2.7042544,1.769,
SDSS J000009.26+151754.5 ,0.0386126,15.298483,1.197,
SDSS J000009.27+020622.0 ,0.0386473,2.1061017,1.432,
SDSS J000009.31+263536.1 ,0.0388223,26.5933508,1.154,
SDSS J000009.31+350907.4 ,0.0388421,35.1520763,1.786,
J000009.34+135929.3      ,0.0389167,13.9914723,,
SDSS J000009.34+292733.4 ,0.0389321,29.4592781,1.064,
SDSS J000009.42-102751.9 ,0.0392839,-10.4644046,1.852,
SDSS J000009.48-044704.3 ,0.0395145,-4.7845419,1.371,
SDSS J000009.60+052834.8 ,0.0400112,5.4763447,1.759,
SDSS J000009.64+080753.7 ,0.0401744,8.1315949,1.796,
WISEA J000009.65-163441.4,0.0402587,-16.5781771,0.9,
SDSS J000009.66+055003.5 ,0.040261,5.8343131,1.023,
SDSS J000009.72+014115.4 ,0.0405282,1.6876333,1.007,
WISEA J000009.90+482419.6,0.0412228,48.4054702,1.5,
SDSS J000009.90+002806.5 ,0.0412809,0.4684842,1.901,
SDSS J000010.02+212622.1 ,0.0417499,21.4395022,1.737,
GB6 23576+3039           ,0.0420434,30.9331711,1.801,
SDSS J000010.09+194729.4 ,0.042063,19.7915028,1.073,
SDSS J000010.13+301729.1 ,0.0422284,30.2914168,1.976,
SDSS J000010.26+054748.8 ,0.0427831,5.7969214,0.314,
SDSS J000010.42-080844.5 ,0.0434745,-8.1456921,0.835,
SDSS J000010.52-031854.6 ,0.0438506,-3.3151781,1.856,
SDSS J000010.56+360221.9 ,0.0440245,36.0394287,1.677,
SDSS J000010.59+280822.0 ,0.0441167,28.1394648,1.528,
SDSS J000010.67-022755.1 ,0.0444783,-2.4653241,1.194,
SDSS J000010.75-054320.0 ,0.0447952,-5.722211,0.753,
J000010.83+345326.9      ,0.0451389,34.8908056,,
SDSS J000010.87+351938.5 ,0.0453295,35.3273697,0.4,
SDSS J000010.97+005653.3 ,0.0457486,0.9481539,0.653,
SDSS J000010.98+102200.4 ,0.045791,10.366797,1.733,
SDSS J000011.12+213530.7 ,0.0463565,21.5918662,1.232,
SDSS J000011.18+182149.4 ,0.046625,18.3637483,1.541,
SDSS J000011.25-044925.5 ,0.0468811,-4.8237562,1.484,
SDSS J000011.41+145545.6 ,0.0475625,14.9293708,0.46,
SDSS J000011.43+312748.6 ,0.0476372,31.4635331,1.908,
SDSS J000011.48+032910.9 ,0.0478528,3.4863787,1.599,
SDSS J000011.69+081141.5 ,0.0487262,8.1948871,1.996,
RXS J00001+0523          ,0.04886,5.388198,0.04,
WISEA J000011.74+033005.5,0.0489481,3.5015464,0.9,
SDSS J000011.77+294035.0 ,0.0490589,29.6764087,1.586,
WISEA J000011.88+785819.0,0.049304,78.9719457,0.2,
SDSS J000011.85+180539.0 ,0.049421,18.0941814,1.477,
SDSS J000011.95+343538.6 ,0.0498318,34.5940695,1.588,
LBQS 2357-0014           ,0.0498421,0.0403701,0.48,
SDSS J000012.17+040458.2 ,0.0507064,4.082845,0.924,
SDSS J000012.17-030035.8 ,0.0507245,-3.0099335,0.904,
SDSS J000012.21+262205.5 ,0.0509304,26.3681764,1.886,
SDSS J000012.24-034301.1 ,0.0509791,-3.7169793,1.375,
SDSS J000012.25-003220.5 ,0.0510888,-0.5390484,1.437,
WISEA J000012.27+182919.9,0.0511497,18.4889061,0.5,
SDSS J000012.28-010405.5 ,0.0511754,-1.0682119,0.949,
SDSS J000012.30+211625.5 ,0.0512631,21.2737546,1.946,
SDSS J000012.46+272547.4 ,0.0519352,27.4298363,1.544,
SDSS J000012.47-012252.0 ,0.051983,-1.3811132,1.09,
SDSS J000012.51+103014.4 ,0.0521257,10.5040154,1.487,
SDSS J000012.52+185352.3 ,0.052193,18.8978916,1.346,
J000012.58+061021.7      ,0.0524167,6.1726945,,
SDSS J000012.62-044245.1 ,0.0526176,-4.7125491,0.896,
SDSS J000012.77+340235.6 ,0.0532378,34.0432447,1.246,
SDSS J000012.85+262854.1 ,0.0535719,26.4817039,1.796,
WISEA J000012.89-100743.7,0.0537088,-10.1288986,0.4,
WISEA J000012.95+440708.5,0.054009,44.1190607,1.0,
SDSS J000012.99+114143.1 ,0.0541593,11.6953125,1.964,
WISEA J000013.05+300339.8,0.0544028,30.0610571,1.6,
SDSS J000013.06+013340.5 ,0.0544435,1.5612538,1.235,
WISEA J000013.13+435359.9,0.05451,43.8999267,0.5,
SDSS J000013.14+141034.6 ,0.0547771,14.1763114,0.95,
WISEA J000013.20+272843.1,0.0550189,27.4786251,0.4,
WISEA J000013.35+330153.8,0.0556183,33.0316645,1.9,
SDSS J000013.80-005446.8 ,0.0575121,-0.9130058,1.841,
WISEA J000013.86-211744.6,0.0577332,-21.2957358,1.5,
SDSS J000013.94+274159.8 ,0.0581066,27.6999646,1.156,
SDSS J000013.95+354856.5 ,0.0581476,35.8157287,1.124,
SDSS J000013.97+252112.0 ,0.0582274,25.353369,1.328,
SDSS J000014.03+232037.7 ,0.058484,23.3438254,0.692,
SDSS J000014.08+341633.5 ,0.0586886,34.2759984,1.501,
SDSS J000014.12-030936.5 ,0.0588317,-3.1601346,1.977,
SDSS J000014.27+215120.3 ,0.0594621,21.8556659,1.252,
WISEA J000014.35+790026.8,0.0599481,79.0074912,1.0,
SDSS J000014.45+141241.8 ,0.0602034,14.2116244,0.091,
SDSS J000014.60+135532.2 ,0.0608527,13.9256367,0.199,
SDSS J000014.63+333128.6 ,0.0609972,33.5246319,1.642,
SDSS J000014.68+291406.4 ,0.0611964,29.2351254,1.779,
SDSS J000014.72+255440.6 ,0.0613596,25.9112905,1.862,
SDSS J000014.73-001938.7 ,0.0613952,-0.3274257,1.748,
SDSS J000014.82-011030.7 ,0.0617647,-1.1752143,1.901,
SDSS J000015.01+195359.4 ,0.0625777,19.8998487,1.878,
J000015.11-074334.1      ,0.0629723,-7.7261389,,
WISEA J000015.23-080653.9,0.0633073,-8.1152548,0.2,
SDSS J000015.28+331238.0 ,0.0637025,33.2105663,1.552,
SDSS J000015.30+061035.8 ,0.0638171,6.1766281,0.833,
SDSS J000015.34+034812.4 ,0.0639275,3.8034662,1.534,
WISEA J000015.35+301411.4,0.0639806,30.2364737,0.2,
J000015.43+005400.6      ,0.0643252,0.900188,0.5,
SDSS J000015.45-040537.2 ,0.0643724,-4.0936779,1.365,
SDSS J000015.48+005246.8 ,0.0645195,0.8796855,1.859,
SDSS J000015.56+194941.0 ,0.0648476,19.8280616,1.245,
SDSS J000015.61-035854.2 ,0.0650522,-3.9817438,1.591,
2QZ J000015.9-273856     ,0.0662563,-27.6490384,1.516,
LAMOSTJ000015.96+052027.4,0.0665205,5.3409723,0.67,
SDSS J000016.02+254740.0 ,0.0667613,25.7944551,1.61,
SDSS J000016.07-010439.0 ,0.0669356,-1.0775242,1.636,
SDSS J000016.08-030809.8 ,0.0670173,-3.1360459,1.982,
LAMOSTJ000016.09+393825.8,0.0670895,39.640446,1.64,
WISEA J000016.12+200235.5,0.0671762,20.0430434,1.2,
WISEA J000016.14-134603.6,0.0672791,-13.7676987,0.2,
SDSS J000016.17-030604.5 ,0.0674145,-3.1012633,1.463,
WISEA J000016.20+423922.6,0.0675914,42.6563505,1.8,
SDSS J000016.28+040100.4 ,0.0678387,4.0167947,1.249,
SDSS J000016.29+263337.4 ,0.0678832,26.5603732,0.895,
WISEA J000016.30+481206.6,0.0679697,48.2018616,1.2,
WISEA J000016.35+453517.3,0.068276,45.588106,1.1,
SDSS J000016.43-001833.4 ,0.0684682,-0.3092762,0.702,
SDSS J000016.44+215610.7 ,0.0685215,21.9363111,0.395,
SDSS J000016.49+022715.1 ,0.0687336,2.454204,0.885,
J000016.50+135947.8      ,0.0687546,13.996622,0.1,
J000016.53-250446.6      ,0.0689028,-25.0796321,1.4,
SDSS J000016.60+274407.1 ,0.0692004,27.7353293,0.55,
WISEA J000016.62+433956.4,0.0693056,43.6655208,1.1,
WISEA J000016.65-163059.1,0.0693684,-16.5165582,1.3,
SDSS J000016.86-034204.1 ,0.0702915,-3.7011636,1.952,
SDSS J000016.89+052845.8 ,0.0703925,5.4794311,0.389,
SDSS J000016.92+195728.6 ,0.0704826,19.9579367,1.094,
J000016.92-251905.8      ,0.0705043,-25.3182985,0.5,
SDSS J000017.08+030818.3 ,0.0712028,3.1384658,1.191,
WISEA J000017.23-050505.9,0.0718114,-5.0849887,0.2,
SDSS J000017.24+293006.2 ,0.0718318,29.5017125,1.432,
SDSS J000017.30+331631.4 ,0.0721212,33.2753925,1.723,
LAMOSTJ000017.35+212055.9,0.0723527,21.3488697,1.662,
FBQS J0000-0851          ,0.0724376,-8.8566132,1.254,
SDSS J000017.52+262711.9 ,0.0730346,26.4533317,1.334,
SDSS J000017.59+260019.5 ,0.0732942,26.0054251,1.732,
SDSS J000017.68-034202.2 ,0.0736613,-3.7006084,1.251,
SDSS J000017.68-062828.6 ,0.0736685,-6.4745758,1.769,
SDSS J000017.73+224934.3 ,0.0738988,22.8262157,1.687,
SDSS J000017.74+020027.9 ,0.0739133,2.007734,0.414,
SDSS J000017.86+134749.5 ,0.0744373,13.7970984,0.702,
WEE 187                  ,0.0744777,-1.8608781,1.914,
SDSS J000017.88+002612.6 ,0.0745428,0.436826,0.545,
WISEA J000017.95+433156.1,0.0748255,43.5322604,1.2,
WISEA J000017.97+420253.0,0.0749358,42.0480593,0.2,
WISEA J000018.02-273924.0,0.075119,-27.6566753,1.4,
SDSS J000018.02+101603.7 ,0.0751263,10.2677223,0.903,
SDSS J000018.12+281310.8 ,0.0755176,28.2196868,1.311,
SDSS J000018.15-053001.3 ,0.0756226,-5.5003809,1.575,
SDSS J000018.16+293758.4 ,0.0756737,29.6328958,1.188,
SDSS J000018.16+051814.5 ,0.0757057,5.3040322,1.548,
SDSS J000018.18+340511.0 ,0.0757479,34.0864071,1.205,
SDSS J000018.34+035703.6 ,0.0763983,3.9510313,1.374,
SDSS J000018.34+304824.2 ,0.0764433,30.8067308,1.532,
WISEA J000018.38+151526.4,0.0766199,15.2573353,1.5,
SDSS J000018.38+201507.5 ,0.0766277,20.2521007,1.054,
SDSS J000018.64+310144.3 ,0.0776696,31.0289821,1.876,
SDSS J000018.68+334207.1 ,0.0778216,33.701998,0.992,
WISEA J000018.74-261024.2,0.078113,-26.1734434,1.3,
SDSS J000018.77+191232.9 ,0.0782335,19.2091382,0.639,
SDSS J000018.78+231257.5 ,0.0782904,23.215992,0.658,
SDSS J000018.84+092037.7 ,0.0785374,9.3438324,1.278,
SDSS J000018.86+023451.0 ,0.078597,2.5808424,1.972,
SDSS J000018.91+262455.2 ,0.0788254,26.4153379,0.752,
SDSS J000018.92+044848.2 ,0.0788563,4.8134171,1.012,
SDSS J000018.95+301948.0 ,0.0789839,30.3300054,1.776,
WISEA J000019.02-103412.8,0.0793713,-10.5702722,1.5,
SDSS J000019.07+222730.1 ,0.0795027,22.4583804,0.984,
J000019.28+024814.6      ,0.0803453,2.8040798,1.8,
KX 228                   ,0.0806142,6.9020684,1.045,
WISEA J000019.40-140144.8,0.0808647,-14.0291087,0.5,
WISEA J000019.48+621524.1,0.0811828,62.2567105,0.1,
SDSS J000019.50+303741.3 ,0.081266,30.628153,0.675,
SDSS J000019.59+011504.9 ,0.0816496,1.2513631,1.302,
SDSS J000019.60+004448.0 ,0.081709,0.7466694,1.811,
SDSS J000019.68+203635.5 ,0.0820292,20.6098802,1.21,
SDSS J000019.74+062000.5 ,0.0823006,6.3334651,1.663,
SDSS J000019.78+182145.9 ,0.08245,18.362772,1.741,
SDSS J000019.84+174552.0 ,0.0826911,17.7644952,1.288,
SDSS J000019.89+231535.9 ,0.0829046,23.2599905,1.692,
SDSS J000019.90-013537.9 ,0.082937,-1.5938788,1.34,
WISEA J000019.99+184924.6,0.0835114,18.8234564,0.3,
SDSS J000020.04+002008.0 ,0.0835341,0.3355693,0.931,
WISEA J000020.03+133450.2,0.0836217,13.5805571,1.1,
SDSS J000020.07+073021.2 ,0.0836498,7.5058942,0.881,
SDSS J000020.17+303958.4 ,0.0840777,30.6662432,1.577,
WISEA J000020.23+151100.7,0.0842939,15.1835357,1.1,
SDSS J000020.29-003853.3 ,0.084567,-0.648164,0.49,
SDSS J000020.31+040727.7 ,0.0846179,4.1243831,0.537,
SDSS J000020.38+262736.0 ,0.084955,26.4600022,0.745,
WISEA J000020.39-252807.3,0.0849987,-25.4687023,0.9,
SDSS J000020.45+012803.9 ,0.0852358,1.467751,1.307,
SDSS J000020.46+174733.8 ,0.0852812,17.7927634,1.837,
WISEA J000020.49-212512.1,0.0853064,-21.4199558,0.2,
SDSS J000020.50+002703.9 ,0.0854272,0.4511101,1.981,
SDSS J000020.73+050317.3 ,0.0863949,5.0548245,1.629,
SDSS J000020.94-035228.7 ,0.0872365,-3.8746665,0.445,
SDSS J000021.00+300557.0 ,0.0875058,30.0991812,1.189,
WISEA J000021.04-140755.2,0.087703,-14.1319987,1.1,
SDSS J000021.06+012001.7 ,0.0877706,1.3338056,1.409,
WISEA J000021.04+092339.3,0.0878823,9.3943137,0.4,
SDSS J000021.09+281424.3 ,0.0878918,28.2401016,0.993,
SDSS J000021.11-023536.1 ,0.0879621,-2.5933636,0.454,
SDSS J000021.13+030357.1 ,0.0880707,3.0658663,1.596,
SDSS J000021.16+133241.9 ,0.0881731,13.544987,0.704,
XMM J00003-2508          ,0.0882639,-25.1368342,0.995,
WISEA J000021.36+070733.3,0.0890589,7.1259636,0.3,
SDSS J000021.45+230041.3 ,0.0894159,23.0114736,1.324,
SDSS J000021.47+202247.1 ,0.0894843,20.3797552,0.95,
WISEA J000021.56+171615.7,0.0898489,17.2710158,1.5,
WISEA J000021.60-063627.6,0.0900832,-6.6076511,1.4,
WISEA J000021.71+174756.1,0.0904866,17.7989411,0.5,
J000021.73+101607.6      ,0.0905556,10.2687778,,
SDSS J000021.77+001406.1 ,0.0907125,0.2350473,1.831,
SDSS J000021.84+305420.1 ,0.0910371,30.9055987,1.073,
SDSS J000021.88+214119.5 ,0.0912061,21.6887708,1.996,
SDSS J000021.90+322208.3 ,0.0912494,32.3689947,1.696,
WISEA J000021.93-155427.7,0.0913692,-15.9076299,1.5,
SDSS J000021.97+195222.0 ,0.0915701,19.8727848,1.663,
SDSS J000021.97+152913.4 ,0.0915743,15.4870677,1.0,
SDSS J000022.02+270048.6 ,0.0917861,27.0135274,1.715,
SDSS J000022.02+214518.6 ,0.0917874,21.755188,0.409,
SDSS J000022.05+011742.5 ,0.0919074,1.295164,0.416,
SDSS J000022.13+040734.9 ,0.092244,4.1263664,1.669,
SDSS J000022.17+255005.3 ,0.0924146,25.8348105,1.383,
SDSS J000022.20+053151.9 ,0.0925413,5.5311014,0.914,
SDSS J000022.28-041018.8 ,0.0928419,-4.1718914,1.953,
SDSS J000022.32+064939.2 ,0.0930211,6.8275615,1.544,
SDSS J000022.36+181122.1 ,0.0931916,18.1894854,0.655,
SDSS J000022.44-031041.5 ,0.0935058,-3.1781917,1.201,
SDSS J000022.54+304618.9 ,0.0939352,30.7719337,1.661,
SDSS J000022.63+200229.0 ,0.0942834,20.0413955,1.59,
WISEA J000022.72+051029.2,0.0946865,5.1747984,0.5,
WISEA J000022.75+362721.4,0.0947956,36.4558995,0.4,
XMM J00003-2512          ,0.0951994,-25.2063117,1.61,
SDSS J000023.00+040034.3 ,0.0958598,4.009545,1.85,
SDSS J000023.25+192732.2 ,0.0968775,19.4589353,0.841,
SDSS J000023.26-003409.8 ,0.0969548,-0.5693957,1.146,
SDSS J000023.27+051740.5 ,0.0969727,5.2945946,0.896,
J000023.35-125115.5      ,0.0972998,-12.8543062,1.5,
SDSS J000023.38+301104.7 ,0.0974369,30.1846408,1.844,
WISEA J000023.40-231101.0,0.0975369,-23.1835849,1.3,
SDSS J000023.41+125112.2 ,0.0975519,12.8533813,1.5,
SDSS J000023.41+032634.9 ,0.0975837,3.4430413,1.771,
SDSS J000023.59+003958.2 ,0.0983028,0.6661915,0.902,
SDSS J000023.73+260249.2 ,0.0989212,26.0470221,1.421,
SDSS J000023.75+051921.6 ,0.0989876,5.3226931,1.401,
SDSS J000023.81+290118.1 ,0.0992339,29.0217092,0.825,
LAMOSTJ000023.95+083348.1,0.0997593,8.5633378,0.976,
6QZ J000024.0-275153     ,0.10011,-27.8648498,0.451,
SDSS J000024.02+152005.4 ,0.1001272,15.3348541,0.987,
SDSS J000024.06+235655.9 ,0.1002775,23.9488644,1.376,
WISEA J000024.09+122953.1,0.1003823,12.4980954,0.5,
SDSS J000024.16+302631.7 ,0.1006872,30.4421512,1.427,
WISEA J000024.21-232747.9,0.1009636,-23.4633449,1.0,
WISEA J000024.39-270527.4,0.1016874,-27.0909315,1.0,
PHL 2525                 ,0.1017308,-12.763279,0.2,
WISEA J000024.45+565546.1,0.1019052,56.9294983,1.7,
SDSS J000024.45-034644.0 ,0.1019146,-3.7788822,1.051,
WISEA J000024.53+790721.5,0.1020465,79.1226368,0.8,
WISEA J000024.49+300307.4,0.1020807,30.0520596,1.1,
SDSS J000024.59+244010.4 ,0.1024986,24.6695512,0.909,
SDSS J000024.62+303334.1 ,0.1025533,30.5594923,1.719,
SDSS J000024.61+091244.8 ,0.1025912,9.2124718,1.468,
